index,indeks,Price [PLN/MWh],Volume [MWh]
2017-11-10,TGeBase,145.06,61520.3
2017-11-11,TGe24,123.57,46628.7
2017-11-11,TGeBase,124.35,86959.6
2017-11-12,TGe24,136.66,43229.6
2017-11-12,TGeBase,138.61,80300.9
2017-11-13,TGe24,207.47,38752.1
2017-11-13,TGeBase,207.19,68614.4
2017-11-14,TGe24,183.17,38939.6
2017-11-14,TGeBase,178.93,64927.5
2017-11-15,TGe24,198.92,41235.2
